DATE,DOW,RATE_CODE,MARKET_CODE,RATE_DESC,NO_ROOMS,REVENUE
7/27/2017,Thu,EGENCIA,DIST,DO NOT USE-Egencia Corporate Travel (Expedia),5,1091.52
7/27/2017,Thu,ELEMIS,CORP,Elemis,0,0
7/27/2017,Thu,EMBASSY,CORP,Embassy Row,0,0
7/27/2017,Thu,ENTER,CORP,Entertainment Industry Rate,6,2467
7/27/2017,Thu,EXEC,CORP,Executive Reservation,2,801
7/27/2017,Thu,EXPAPNF,DIST,Expedia Advanced Purchase - NF,3,726.6
7/27/2017,Thu,EXPDEXC,DIST,Expedia Collect,3,1496
7/27/2017,Thu,EXPDHTC,DIST,Expedia Hotel Collect,0,0
7/27/2017,Thu,EXPDPKG,DIST,Expedia Package,1,397.12
7/27/2017,Thu,EXPPROMO,DIST,Expedia Advance Purchase Promo,25,6839.88
7/27/2017,Thu,EXPRESS,CORP,Express,0,0
7/27/2017,Thu,FACEBOOK,CORP,Facebook,0,0
7/27/2017,Thu,FANATICS,CORP,Fanatics,0,0
7/27/2017,Thu,FCM,CONS,Flight Center Corporate (FCM),1,328.5
7/27/2017,Thu,FIJI,CORP,Fiji Water Negotiated,0,0
7/27/2017,Thu,FINCHLEY,CORP,Finchley Group,0,0
7/27/2017,Thu,FLM,CORP,First Look Media,0,0
7/27/2017,Thu,FOUNDER,CORP,Founderscard,2,664
7/27/2017,Thu,FROSCH,CONS,Frosch Hotel Collection,0,0
7/27/2017,Thu,FTOURN,WHOL,Tourico Holiday Advance Purchase,0,0
7/27/2017,Thu,FULLSCREEN,CORP,Fullscreen Inc. Negotiated,0,0
7/27/2017,Thu,GETAROOM,DIST,Get A Room - Standalone,0,0
7/27/2017,Thu,GETAROOMPR,DIST,Get A Room - Promotional Rate Plan,0,0
7/27/2017,Thu,GETAROOMPS,DIST,Get A Room - Private Sale Rate Plan,0,0
7/27/2017,Thu,GETFLY,PKG,"Get Fly, Ride with Us package",0,0
7/27/2017,Thu,GETINTIMATE,PKG,Get Intimate Package,0,0
7/27/2017,Thu,GETITALL,PKG,Get it All Package,0,0
7/27/2017,Thu,GETLOCAL,PKG,Get Local Package,3,1315
7/27/2017,Thu,GETLOVE,PKG,Get Love Package,0,0
7/27/2017,Thu,GETPAMPERED,PKG,Get Pampered Package,0,0
7/27/2017,Thu,GM,CORP,General Motors,0,0
7/27/2017,Thu,GOLD,CORP,Goldman Sachs,1,260
7/27/2017,Thu,GSM,CONS,GSM Travel,0,0
7/27/2017,Thu,GTA,WHOL,GTA Travel North America - Dynamic Free CXL,0,0
7/27/2017,Thu,GTA2,WHOL,GTA Static Rates,4,1234
7/27/2017,Thu,GUESS,CORP,Guess,0,0
7/27/2017,Thu,HALCYON,CORP,"Halcyon Asset Management, LLC",0,0
7/27/2017,Thu,HAVAS,CORP,Havas,0,0
7/27/2017,Thu,HCHEER,PKG,Holiday Cheer Package,0,0
7/27/2017,Thu,HICKORY,CONS,Hickory Global Partners Travel,0,0
7/27/2017,Thu,HLWN,PKG,Get Spooked - Halloween Package,0,0
7/27/2017,Thu,HMH,CORP,Houghton Mifflin Harcourt,1,315
7/27/2017,Thu,HOLTREN,CORP,Holt Renfrew,0,0
7/27/2017,Thu,HONEYMOON,PKG,Get Hitched Package,0,0
7/27/2017,Thu,HOTELWEEK,PKG,Hotel Week,0,0
7/27/2017,Thu,HRG,CONS,HRG,0,0
7/27/2017,Thu,HW0,DIST,HOTWIRE - Opaque,0,0
7/27/2017,Thu,IBM,CORP,IBM,1,290
7/27/2017,Thu,INDUSTRY,SPEC,Travel Agent Discount,1,325
7/27/2017,Thu,INTERPAR,CORP,Interparfums Corporate Rate,0,0
7/27/2017,Thu,IPG,CORP,IPG,7,2065
7/27/2017,Thu,JETLUXE,CORP,Jetluxe Inc Negotiated,0,0
7/27/2017,Thu,JTB,CONS,JTB Consortia,0,0
7/27/2017,Thu,KAO,CORP,"Kao USA, Inc.",0,0
7/27/2017,Thu,LI&FUNG,CORP,LI FUNG GBG,0,0
7/27/2017,Thu,LIMITED,CORP,L Brands (Limited Brands),0,0
7/27/2017,Thu,LINKEDIN,CORP,LinkedIn,0,0
7/27/2017,Thu,LIST,RACK,Welcome,1,355
7/27/2017,Thu,LIZ,CORP,Kate Spade & Company (formerly Fifth & Pacific/Liz Claiborne),1,400
7/27/2017,Thu,LOISLANE,CORP,Lois Lane Travel,0,0
7/27/2017,Thu,MAG,CORP,Magellan Vacations,1,295.2
7/27/2017,Thu,MAGAP30,CORP,Magellan 30 Day Advanced Purchase Promo Rate,0,0
7/27/2017,Thu,MAGLOS5,CORP,Magellan Exclusive Offer,0,0
7/27/2017,Thu,MAGNET,CORP,Magellan Vacations Special Offer,8,2310
7/27/2017,Thu,MAR,RACK,Last chance Rate - Zephyr ONLY,0,0
7/27/2017,Thu,MEDIA/PR,SPEC,Special Media & PR rates,0,0
7/27/2017,Thu,MESIROW,CORP,Mesirow Financial Corp,0,0
7/27/2017,Thu,MGDISC,CORP,Magma Global,0,0
7/27/2017,Thu,MONIQUE,CORP,Monique Lhuillier,0,0
7/27/2017,Thu,NESTLE,CORP,Nestl� Skin Health-Galderma,0,0
7/27/2017,Thu,NEWERA,CORP,New Era Cap Co.,0,0
7/27/2017,Thu,NIKE,CORP,Nike,0,0
7/27/2017,Thu,NYE17,PKG,DO NOT USE-New Year's Eve at Gansevoort,0,0
7/27/2017,Thu,NYESPC,RACK,Insider New Year�s Eve Offer,0,0
7/27/2017,Thu,NYLIFE,CORP,New York Life,2,600
7/27/2017,Thu,OMEGA,CONS,Omega World Travel,0,0
7/27/2017,Thu,ONECLUB,CORP,One Club Corporate Rate,0,0
7/27/2017,Thu,OVA,CONS,Ovation Travel / Lawyers Travel,1,345
7/27/2017,Thu,OVAPRO,CORP,Ovation Promotion,0,0
7/27/2017,Thu,OVERSEA,CORP,Oversea's Travel,0,0
7/27/2017,Thu,PARKNG,PKG,Valet Parking Package,0,0
7/27/2017,Thu,PERNOD,CORP,Pernod Ricard,0,0
7/27/2017,Thu,POP,CORP,Popsugar,0,0
7/27/2017,Thu,PRICELNOTA,DIST,Priceline OTA Free Cancellation,0,0
7/27/2017,Thu,PRO,CONS,Protravel,0,0
7/27/2017,Thu,PROM2,RACK,DO NOT USE-Best Available Rate,18,7762.5
7/27/2017,Thu,PROWORLD,CORP,Project Worldwide,0,0
7/27/2017,Thu,PUBLICIS,CORP,Publicis Groupe,0,0
7/27/2017,Thu,PVH,CORP,PVH Corp,0,0
7/27/2017,Thu,QUINN,CORP,Quinn Emanuel,2,786.25
7/27/2017,Thu,R&R,PKG,Rejuvenate & Relax,0,0
7/27/2017,Thu,RACK,RACK,Rack Rate,0,0
7/27/2017,Thu,RADIUS,CONS,Radius Consortia,1,382.5
7/27/2017,Thu,RADIUSNET,CONS,Radius Non Commish Rate,0,0
7/27/2017,Thu,RSB,WHOL,Russian Service Bureau,1,540
7/27/2017,Thu,SAKS5,CORP,Saks Fifth Avenue (Mexico),0,0
7/27/2017,Thu,SCRIP,CORP,Scripps Networks,0,0
7/27/2017,Thu,SECRETESC,DIST,Secret Escapes,0,0
7/27/2017,Thu,SHARE,RACK,Share with reservation* Do not use anymore,0,0
7/27/2017,Thu,SHUTTER,CORP,Shutterstock,0,0
7/27/2017,Thu,SNOW,RACK,Snowstorm,0,0
7/27/2017,Thu,SONY,CORP,Sony Corporation,0,0
7/27/2017,Thu,SPEC,SPEC,Special Rate,8,4950
7/27/2017,Thu,SR,CORP,SR Travel Services,0,0
7/27/2017,Thu,STAYPROMO1,RACK,"Stay 3 Nights, Get 20% Off",2,820
7/27/2017,Thu,STAYPROMO2,RACK,"Stay 4 Nights, Get 25% Off",5,1767
7/27/2017,Thu,STAYPROMO3,RACK,"Stay 5 Nights, Get 30% Off",4,1286
7/27/2017,Thu,SUITEDEALS,RACK,Suiiteness Promotion,6,2851.75
7/27/2017,Thu,SUITENESS,DIST,Suiteness OTA,0,0
7/27/2017,Thu,SUITEWEEKEND,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
7/27/2017,Thu,SUITEWKEND2,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
7/27/2017,Thu,TABLET,DIST,Tablet Hotels,0,0
7/27/2017,Thu,TABLETPRO,DIST,Tablet Advance Purchase Rate,0,0
7/27/2017,Thu,TARGET,CORP,Target,0,0
7/27/2017,Thu,TEAM,WHOL,Team America,0,0
7/27/2017,Thu,THOR,CONS,Thor Consortia,0,0
7/27/2017,Thu,TIFFANY,CORP,Tiffany's & Co,0,0
7/27/2017,Thu,TIME,CORP,Time Warner Entertainment,0,0
7/27/2017,Thu,TJX,CORP,"TJX Companies, INC",0,0
7/27/2017,Thu,TONIGHT,DIST,Hotel Tonight,0,0
7/27/2017,Thu,TOURICO,WHOL,Tourico Holidays,0,0
7/27/2017,Thu,TOURICO2,WHOL,Tourico Holidays - Static Rates,0,0
7/27/2017,Thu,TRANSPORT,CONS,Travel & Transport,0,0
7/27/2017,Thu,TRAVIMP,WHOL,Travel Impressions,0,0
7/27/2017,Thu,TRVLSVRS,CONS,TravelSavers Consortia,0,0
7/27/2017,Thu,TSELECT,CONS,1 Travel Leaders Select Hotels & Resorts (BAR),0,0
7/27/2017,Thu,TZELL,CONS,1 Travel Leaders Worldwide Program,5,1981
7/27/2017,Thu,UBM,CORP,United Business Media,0,0
7/27/2017,Thu,ULTRAMAR,CORP,Ultramar Travel,0,0
7/27/2017,Thu,UPSELL,RACK,Upsell * Do not use anymore,0,120
7/27/2017,Thu,USTRAVEL,CORP,USA Travel Pro,0,0
7/27/2017,Thu,VALUE,CORP,Value Retail,0,0
7/27/2017,Thu,VIA,CORP,VIA Agency,0,0
7/27/2017,Thu,VIRTSUMMER,CONS,Virtuoso Suite Deal Summer Deal,6,2447
7/27/2017,Thu,VIRTUO,CONS,Virtuoso Hotel & Resort Program,1,495
7/27/2017,Thu,VQ2,CONS,Virtuoso Promo 2 - GDK & Suites,0,0
7/27/2017,Thu,WELLS,CORP,Wells Fargo,0,0
7/27/2017,Thu,WEWORK,CORP,WeWork - The Physical Social Network,0,0
7/27/2017,Thu,WGS,CORP,William Grant and Sons,0,0
7/27/2017,Thu,WIN,CONS,WIN Consortia,1,296.1
7/27/2017,Thu,WMEIMG,CORP,WME | IMG,0,0
7/27/2017,Thu,WMG,CORP,Wasserman Media Group,0,0
7/27/2017,Thu,WPP,CORP,WPP,1,335
7/27/2017,Thu,ZGFA,CORP,Zimmer Gunsul and Frasca Architects LLP,0,0
7/28/2017,Fri,AAA,RACK,AAA Hotel Lodging Program,16,5907.9
7/28/2017,Fri,ABC,CONS,ABC Consortia,0,0
7/28/2017,Fri,ABU,CORP,Abu Dhabi Investment Council,0,0
7/28/2017,Fri,ACTIVISION,CORP,Activision Blizzard,0,0
7/28/2017,Fri,AGODA,DIST,Agoda OTA Free Cancellation,0,0
7/28/2017,Fri,AGODAAPS,DIST,Agoda OTA - Non-Refundable Prepaid,3,602.93
7/28/2017,Fri,AGODAOPQ,DIST,Agoda/Priceline Opaque,0,0
7/28/2017,Fri,AICP,CORP,Aicp,0,0
7/28/2017,Fri,AKAMAI,CORP,Akamai Technologies,0,0
7/28/2017,Fri,ALTOUR,CONS,Altour Hotel Collection (Includes Cont Brkfast and Amenities),2,703
7/28/2017,Fri,ALTPRP,CONS,Altour Preferred Rate Program (No amenities),0,0
7/28/2017,Fri,AMAZON,CORP,Amazon/Zappos,1,280
7/28/2017,Fri,AMEX,CONS,American Express,1,319.5
7/28/2017,Fri,AOL,CORP,Oath Inc.,0,0
7/28/2017,Fri,AP10,RACK,Advanced Purchase Rate,0,0
7/28/2017,Fri,AP30,RACK,90 Day Advanced Purchase Promotion,11,3316
7/28/2017,Fri,AP5,RACK,7 Day Advanced Purchase Promo Rate,0,0
7/28/2017,Fri,APPT,CORP,Appointment Group,0,0
7/28/2017,Fri,ARF,CORP,Advertising Research Foundation,0,0
7/28/2017,Fri,ASB,CORP,American Standard Brands,0,0
7/28/2017,Fri,ASCENA,CORP,Ascena Retail Group,0,0
7/28/2017,Fri,ASP,CORP,Aspen Travel,0,0
7/28/2017,Fri,AXIOM,CORP,Axiom Cornerstone Commodities,0,0
7/28/2017,Fri,BAR,RACK,Best Available Rate,0,0
7/28/2017,Fri,BARCLAYS,CORP,Barclays,0,0
7/28/2017,Fri,BART,SPEC,Barter/Trade,0,0
7/28/2017,Fri,BCD,CONS,BCD/BCP,1,320.63
7/28/2017,Fri,BCG,CORP,Boston Consulting Group,0,0
7/28/2017,Fri,BFAST,PKG,Bed & Breakfast Package,0,0
7/28/2017,Fri,BLUE,CORP,Blue Cube Travel,0,0
7/28/2017,Fri,BONO,WHOL,Bonotel Dynamic Free Cancellation,3,955
7/28/2017,Fri,BONOPRO,WHOL,Bonotel Promotion,0,0
7/28/2017,Fri,BOOK,DIST,Booking.com,7,3079.5
7/28/2017,Fri,BOOK20,DIST,Booking.com 20% off,0,0
7/28/2017,Fri,BOOKINT,DIST,Booking.com International,1,305
7/28/2017,Fri,BOOKINT2,DIST,Booking.com International 2,0,0
7/28/2017,Fri,BOOKNF,DIST,Booking.com Non-Refundable 10%,2,631.3
7/28/2017,Fri,BOOKPRO,DIST,Booking.com Special Offer (Promotion),7,1849.64
7/28/2017,Fri,BOUNCE15,RACK,Bounce/Fall Back Rate - *Use Source Code when book directly,0,0
7/28/2017,Fri,BROADRIDGE,CORP,"Broadridge Financial Solutions, Inc",0,0
7/28/2017,Fri,BUSTLE,CORP,Bustle Negotiated Rate,0,0
7/28/2017,Fri,CCRA,CONS,CCRA Consortia,0,0
7/28/2017,Fri,CHICO,CORP,Chico's FAS,0,0
7/28/2017,Fri,CHRISTIES,CORP,Christie's,0,0
7/28/2017,Fri,CITI,CORP,Citgroup,0,0
7/28/2017,Fri,CMRTRACK,CORP,Consumer Track,0,0
7/28/2017,Fri,COZY,PKG,Get Cozy Package,0,0
7/28/2017,Fri,CPT,CORP,Columbia Property Trust,0,0
7/28/2017,Fri,CREDIT,CORP,Credit Suisse,2,580
7/28/2017,Fri,CRITEO,CORP,CRITEO Corporate rate,0,0
7/28/2017,Fri,CRSIGHT,CORP,Credit Sights,0,0
7/28/2017,Fri,CWT,CONS,Carlson Wagonlit,1,319.5
7/28/2017,Fri,CYBER,RACK,Cyber Monday Sale,0,0
7/28/2017,Fri,CYBERSUITE,RACK,Cyber Monday Sale - Suite Code,0,0
7/28/2017,Fri,CYCLE,PKG,Tour De Domestique Cycling Package,0,0
7/28/2017,Fri,DER,CONS,Der Consortia Program,0,0
7/28/2017,Fri,EAGLE,CORP,American Eagle Outfitters,0,0
7/28/2017,Fri,EGENCIA,DIST,DO NOT USE-Egencia Corporate Travel (Expedia),0,0
7/28/2017,Fri,ELEMIS,CORP,Elemis,0,0
7/28/2017,Fri,EMBASSY,CORP,Embassy Row,0,0
7/28/2017,Fri,ENTER,CORP,Entertainment Industry Rate,0,0
7/28/2017,Fri,EXEC,CORP,Executive Reservation,1,401
7/28/2017,Fri,EXPAPNF,DIST,Expedia Advanced Purchase - NF,6,1282.2
7/28/2017,Fri,EXPDEXC,DIST,Expedia Collect,6,1992
7/28/2017,Fri,EXPDHTC,DIST,Expedia Hotel Collect,2,660
7/28/2017,Fri,EXPDPKG,DIST,Expedia Package,1,359.04
7/28/2017,Fri,EXPPROMO,DIST,Expedia Advance Purchase Promo,31,8027.72
7/28/2017,Fri,EXPRESS,CORP,Express,0,0
7/28/2017,Fri,FACEBOOK,CORP,Facebook,0,0
7/28/2017,Fri,FANATICS,CORP,Fanatics,0,0
7/28/2017,Fri,FCM,CONS,Flight Center Corporate (FCM),1,328.5
7/28/2017,Fri,FIJI,CORP,Fiji Water Negotiated,0,0
7/28/2017,Fri,FINCHLEY,CORP,Finchley Group,0,0
7/28/2017,Fri,FLM,CORP,First Look Media,0,0
7/28/2017,Fri,FOUNDER,CORP,Founderscard,2,536
7/28/2017,Fri,FROSCH,CONS,Frosch Hotel Collection,0,0
7/28/2017,Fri,FTOURN,WHOL,Tourico Holiday Advance Purchase,0,0
7/28/2017,Fri,FULLSCREEN,CORP,Fullscreen Inc. Negotiated,0,0
7/28/2017,Fri,GETAROOM,DIST,Get A Room - Standalone,0,0
7/28/2017,Fri,GETAROOMPR,DIST,Get A Room - Promotional Rate Plan,0,0
7/28/2017,Fri,GETAROOMPS,DIST,Get A Room - Private Sale Rate Plan,0,0
7/28/2017,Fri,GETFLY,PKG,"Get Fly, Ride with Us package",0,0
7/28/2017,Fri,GETINTIMATE,PKG,Get Intimate Package,0,0
7/28/2017,Fri,GETITALL,PKG,Get it All Package,1,355
7/28/2017,Fri,GETLOCAL,PKG,Get Local Package,7,2810
7/28/2017,Fri,GETLOVE,PKG,Get Love Package,0,0
7/28/2017,Fri,GETPAMPERED,PKG,Get Pampered Package,1,369
7/28/2017,Fri,GM,CORP,General Motors,0,0
7/28/2017,Fri,GOLD,CORP,Goldman Sachs,1,260
7/28/2017,Fri,GSM,CONS,GSM Travel,0,0
7/28/2017,Fri,GTA,WHOL,GTA Travel North America - Dynamic Free CXL,0,0
7/28/2017,Fri,GTA2,WHOL,GTA Static Rates,1,328.5
7/28/2017,Fri,GUESS,CORP,Guess,0,0
7/28/2017,Fri,HALCYON,CORP,"Halcyon Asset Management, LLC",0,0
7/28/2017,Fri,HAVAS,CORP,Havas,0,0
7/28/2017,Fri,HCHEER,PKG,Holiday Cheer Package,0,0
7/28/2017,Fri,HICKORY,CONS,Hickory Global Partners Travel,0,0
7/28/2017,Fri,HLWN,PKG,Get Spooked - Halloween Package,0,0
7/28/2017,Fri,HMH,CORP,Houghton Mifflin Harcourt,0,0
7/28/2017,Fri,HOLTREN,CORP,Holt Renfrew,0,0
7/28/2017,Fri,HONEYMOON,PKG,Get Hitched Package,0,0
7/28/2017,Fri,HOTELWEEK,PKG,Hotel Week,0,0
7/28/2017,Fri,HRG,CONS,HRG,0,0
7/28/2017,Fri,HW0,DIST,HOTWIRE - Opaque,0,0
7/28/2017,Fri,IBM,CORP,IBM,0,0
7/28/2017,Fri,INDUSTRY,SPEC,Travel Agent Discount,0,0
7/28/2017,Fri,INTERPAR,CORP,Interparfums Corporate Rate,0,0
7/28/2017,Fri,IPG,CORP,IPG,0,0
7/28/2017,Fri,JETLUXE,CORP,Jetluxe Inc Negotiated,0,0
7/28/2017,Fri,JTB,CONS,JTB Consortia,0,0
7/28/2017,Fri,KAO,CORP,"Kao USA, Inc.",0,0
7/28/2017,Fri,LI&FUNG,CORP,LI FUNG GBG,0,0
7/28/2017,Fri,LIMITED,CORP,L Brands (Limited Brands),0,0
7/28/2017,Fri,LINKEDIN,CORP,LinkedIn,0,0
7/28/2017,Fri,LIST,RACK,Welcome,0,0
7/28/2017,Fri,LIZ,CORP,Kate Spade & Company (formerly Fifth & Pacific/Liz Claiborne),0,0
7/28/2017,Fri,LOISLANE,CORP,Lois Lane Travel,0,0
7/28/2017,Fri,MAG,CORP,Magellan Vacations,2,599.5
7/28/2017,Fri,MAGAP30,CORP,Magellan 30 Day Advanced Purchase Promo Rate,0,0
7/28/2017,Fri,MAGLOS5,CORP,Magellan Exclusive Offer,0,0
7/28/2017,Fri,MAGNET,CORP,Magellan Vacations Special Offer,9,2540
7/28/2017,Fri,MAR,RACK,Last chance Rate - Zephyr ONLY,0,0
7/28/2017,Fri,MEDIA/PR,SPEC,Special Media & PR rates,0,0
7/28/2017,Fri,MESIROW,CORP,Mesirow Financial Corp,0,0
7/28/2017,Fri,MGDISC,CORP,Magma Global,0,0
7/28/2017,Fri,MONIQUE,CORP,Monique Lhuillier,0,0
7/28/2017,Fri,NESTLE,CORP,Nestl� Skin Health-Galderma,0,0
7/28/2017,Fri,NEWERA,CORP,New Era Cap Co.,0,0
7/28/2017,Fri,NIKE,CORP,Nike,0,0
7/28/2017,Fri,NYE17,PKG,DO NOT USE-New Year's Eve at Gansevoort,0,0
7/28/2017,Fri,NYESPC,RACK,Insider New Year�s Eve Offer,0,0
7/28/2017,Fri,NYLIFE,CORP,New York Life,0,0
7/28/2017,Fri,OMEGA,CONS,Omega World Travel,0,0
7/28/2017,Fri,ONECLUB,CORP,One Club Corporate Rate,0,0
7/28/2017,Fri,OVA,CONS,Ovation Travel / Lawyers Travel,1,345
7/28/2017,Fri,OVAPRO,CORP,Ovation Promotion,0,0
7/28/2017,Fri,OVERSEA,CORP,Oversea's Travel,0,0
7/28/2017,Fri,PARKNG,PKG,Valet Parking Package,0,0
7/28/2017,Fri,PERNOD,CORP,Pernod Ricard,0,0
7/28/2017,Fri,POP,CORP,Popsugar,0,0
7/28/2017,Fri,PRICELNOTA,DIST,Priceline OTA Free Cancellation,0,0
7/28/2017,Fri,PRO,CONS,Protravel,0,0
7/28/2017,Fri,PROM2,RACK,DO NOT USE-Best Available Rate,33,12222.5
7/28/2017,Fri,PROWORLD,CORP,Project Worldwide,0,0
7/28/2017,Fri,PUBLICIS,CORP,Publicis Groupe,0,0
7/28/2017,Fri,PVH,CORP,PVH Corp,0,0
7/28/2017,Fri,QUINN,CORP,Quinn Emanuel,0,0
7/28/2017,Fri,R&R,PKG,Rejuvenate & Relax,0,0
7/28/2017,Fri,RACK,RACK,Rack Rate,0,0
7/28/2017,Fri,RADIUS,CONS,Radius Consortia,0,0
7/28/2017,Fri,RADIUSNET,CONS,Radius Non Commish Rate,0,0
7/28/2017,Fri,RSB,WHOL,Russian Service Bureau,1,540
7/28/2017,Fri,SAKS5,CORP,Saks Fifth Avenue (Mexico),0,0
7/28/2017,Fri,SCRIP,CORP,Scripps Networks,0,0
7/28/2017,Fri,SECRETESC,DIST,Secret Escapes,0,0
7/28/2017,Fri,SHARE,RACK,Share with reservation* Do not use anymore,0,0
7/28/2017,Fri,SHUTTER,CORP,Shutterstock,0,0
7/28/2017,Fri,SNOW,RACK,Snowstorm,0,0
7/28/2017,Fri,SONY,CORP,Sony Corporation,0,0
7/28/2017,Fri,SPEC,SPEC,Special Rate,10,3880
7/28/2017,Fri,SR,CORP,SR Travel Services,0,0
7/28/2017,Fri,STAYPROMO1,RACK,"Stay 3 Nights, Get 20% Off",4,1371
7/28/2017,Fri,STAYPROMO2,RACK,"Stay 4 Nights, Get 25% Off",4,1353
7/28/2017,Fri,STAYPROMO3,RACK,"Stay 5 Nights, Get 30% Off",4,1254
7/28/2017,Fri,SUITEDEALS,RACK,Suiiteness Promotion,12,6022.75
7/28/2017,Fri,SUITENESS,DIST,Suiteness OTA,0,0
7/28/2017,Fri,SUITEWEEKEND,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
7/28/2017,Fri,SUITEWKEND2,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
7/28/2017,Fri,TABLET,DIST,Tablet Hotels,0,0
7/28/2017,Fri,TABLETPRO,DIST,Tablet Advance Purchase Rate,0,0
7/28/2017,Fri,TARGET,CORP,Target,0,0
7/28/2017,Fri,TEAM,WHOL,Team America,0,0
7/28/2017,Fri,THOR,CONS,Thor Consortia,0,0
7/28/2017,Fri,TIFFANY,CORP,Tiffany's & Co,0,0
7/28/2017,Fri,TIME,CORP,Time Warner Entertainment,0,0
7/28/2017,Fri,TJX,CORP,"TJX Companies, INC",0,0
7/28/2017,Fri,TONIGHT,DIST,Hotel Tonight,0,0
7/28/2017,Fri,TOURICO,WHOL,Tourico Holidays,0,-48.49
7/28/2017,Fri,TOURICO2,WHOL,Tourico Holidays - Static Rates,0,0
7/28/2017,Fri,TRANSPORT,CONS,Travel & Transport,0,0
7/28/2017,Fri,TRAVIMP,WHOL,Travel Impressions,0,0
7/28/2017,Fri,TRVLSVRS,CONS,TravelSavers Consortia,0,0
7/28/2017,Fri,TSELECT,CONS,1 Travel Leaders Select Hotels & Resorts (BAR),0,0
7/28/2017,Fri,TZELL,CONS,1 Travel Leaders Worldwide Program,2,514
7/28/2017,Fri,UBM,CORP,United Business Media,0,0
7/28/2017,Fri,ULTRAMAR,CORP,Ultramar Travel,0,0
7/28/2017,Fri,UPSELL,RACK,Upsell * Do not use anymore,0,120
7/28/2017,Fri,USTRAVEL,CORP,USA Travel Pro,0,0
7/28/2017,Fri,VALUE,CORP,Value Retail,0,0
7/28/2017,Fri,VIA,CORP,VIA Agency,0,0
7/28/2017,Fri,VIRTSUMMER,CONS,Virtuoso Suite Deal Summer Deal,2,741
7/28/2017,Fri,VIRTUO,CONS,Virtuoso Hotel & Resort Program,0,0
7/28/2017,Fri,VQ2,CONS,Virtuoso Promo 2 - GDK & Suites,0,0
7/28/2017,Fri,WELLS,CORP,Wells Fargo,0,0
7/28/2017,Fri,WEWORK,CORP,WeWork - The Physical Social Network,0,0
7/28/2017,Fri,WGS,CORP,William Grant and Sons,0,0
7/28/2017,Fri,WIN,CONS,WIN Consortia,1,296.1
7/28/2017,Fri,WMEIMG,CORP,WME | IMG,0,0
7/28/2017,Fri,WMG,CORP,Wasserman Media Group,0,0
7/28/2017,Fri,WPP,CORP,WPP,0,0
7/28/2017,Fri,ZGFA,CORP,Zimmer Gunsul and Frasca Architects LLP,0,0
7/29/2017,Sat,AAA,RACK,AAA Hotel Lodging Program,17,6280.7
7/29/2017,Sat,ABC,CONS,ABC Consortia,0,0
7/29/2017,Sat,ABU,CORP,Abu Dhabi Investment Council,0,0
7/29/2017,Sat,ACTIVISION,CORP,Activision Blizzard,0,0
7/29/2017,Sat,AGODA,DIST,Agoda OTA Free Cancellation,1,255
7/29/2017,Sat,AGODAAPS,DIST,Agoda OTA - Non-Refundable Prepaid,5,1302.85
7/29/2017,Sat,AGODAOPQ,DIST,Agoda/Priceline Opaque,0,0
7/29/2017,Sat,AICP,CORP,Aicp,0,0
7/29/2017,Sat,AKAMAI,CORP,Akamai Technologies,0,0
7/29/2017,Sat,ALTOUR,CONS,Altour Hotel Collection (Includes Cont Brkfast and Amenities),1,375
7/29/2017,Sat,ALTPRP,CONS,Altour Preferred Rate Program (No amenities),0,0
7/29/2017,Sat,AMAZON,CORP,Amazon/Zappos,1,280
7/29/2017,Sat,AMEX,CONS,American Express,1,283.5
7/29/2017,Sat,AOL,CORP,Oath Inc.,0,0
7/29/2017,Sat,AP10,RACK,Advanced Purchase Rate,0,0
7/29/2017,Sat,AP30,RACK,90 Day Advanced Purchase Promotion,13,4424.5
7/29/2017,Sat,AP5,RACK,7 Day Advanced Purchase Promo Rate,0,0
7/29/2017,Sat,APPT,CORP,Appointment Group,0,0
7/29/2017,Sat,ARF,CORP,Advertising Research Foundation,0,0
7/29/2017,Sat,ASB,CORP,American Standard Brands,0,0
7/29/2017,Sat,ASCENA,CORP,Ascena Retail Group,0,0
7/29/2017,Sat,ASP,CORP,Aspen Travel,0,0
7/29/2017,Sat,AXIOM,CORP,Axiom Cornerstone Commodities,0,0
7/29/2017,Sat,BAR,RACK,Best Available Rate,0,0
7/29/2017,Sat,BARCLAYS,CORP,Barclays,0,0
7/29/2017,Sat,BART,SPEC,Barter/Trade,0,0
7/29/2017,Sat,BCD,CONS,BCD/BCP,1,320.63
7/29/2017,Sat,BCG,CORP,Boston Consulting Group,1,299
7/29/2017,Sat,BFAST,PKG,Bed & Breakfast Package,0,0
7/29/2017,Sat,BLUE,CORP,Blue Cube Travel,0,0
7/29/2017,Sat,BONO,WHOL,Bonotel Dynamic Free Cancellation,4,1260
7/29/2017,Sat,BONOPRO,WHOL,Bonotel Promotion,0,0
7/29/2017,Sat,BOOK,DIST,Booking.com,9,3454.5
7/29/2017,Sat,BOOK20,DIST,Booking.com 20% off,0,0
7/29/2017,Sat,BOOKINT,DIST,Booking.com International,1,305
